teamId,teamName,teamNick,teamShort,teamPrimaryColor,teamSecondaryColor,teamThirdColor,teamFoundDate,teamStatus,teamExternalId,teamLogoUrl,competitionName,competitionId,sponsorName,sponsorId,phaseName,phaseId,groupName,groupId,seasonName,seasonId
0270d53d-7ea8-40ad-af98-0b1ff215398c,ForFun Praha,ForFun,FRF,,,,,Active,FRF,https://drive.google.com/uc?export=view&id=1_cYqIZspvpKwwUn3yHpq4usxtYw-vCwB,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 5. skupina,757cc6f2-9239-4ab3-a3b2-5a85d2ba3917,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
c06ba05b-f15f-4e2f-8055-bc21a7f8087e,Gaston Seals,Gastoni,GAS,,,,,Active,GAS,https://drive.google.com/uc?export=view&id=1EY5XhUQ_Oqs5jCXryxuFppW_31TEUdcA,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Klasická Divize,8197ca60-361d-4515-8208-e51d50aab9fc,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
baed154a-5e0f-4c57-bd3e-9a4d02fe7072,Berkut Praha,Berkut,BER,,,,,Finished,BER,https://drive.google.com/uc?export=view&id=18ViZZVm-1juS-fKsxr9J8jjBUC-Lh5cQ,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Klasická Divize,8197ca60-361d-4515-8208-e51d50aab9fc,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
7f2362e3-2e73-4e18-b595-62837b8cbef4,HC Tornádo Praha,Tornádo,TOR,,,,,Active,TOR,https://drive.google.com/uc?export=view&id=1oo5elmCDMWwAMw6fshgQpE54EdvNpmCW,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Klasická Divize,8197ca60-361d-4515-8208-e51d50aab9fc,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
8a93c5b5-e72e-4351-9969-f1d69c2977bd,HC Tookani,Tookani,TKN,,,,,Active,TKN,https://drive.google.com/uc?export=view&id=1qCb6WzYRCvKHIxHPk7GoG2U2RQTJ0xe7,Undefined,b1325f2d-3d0b-4f63-b5ec-b72714d4137e,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Undefined,48259c04-72e0-4088-8fbf-e10baf0a378d,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
24e10a20-928a-4b2a-9d7b-5d4f7f4ebe87,HC DHM,DHM,DHM,,,,,Active,DHM,https://drive.google.com/uc?export=view&id=1SgNlaSCwiI-RXErBFaMrCD8X6KJbYwCH,WND Cup Ledeč nad Sázavou,fb18fbb5-2a6f-4328-8ef0-dfc2f4e08ad4,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Skupina A,ceb3d5d8-c901-453c-bf46-535b83c9e831,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
51a03c89-1157-4cb2-959c-2e097d7c2914,HC Gladiator Praha,Gladiator,GLA,,,,,Finished,GLA,https://drive.google.com/uc?export=view&id=1QRYePQ-cIoc8_LotRf7prgFjCfl45ID9,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Bílá skupina,1ba35113-4527-41b4-b8c3-e876fa822e06,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
0cebcb23-e90e-41ba-9823-2addcf70cafa,Intelsol Ilusionists,Intelsol,INT,,,,,Active,INT,https://drive.google.com/uc?export=view&id=1C0E8Lbj6k9IzqtylMx8RNbUa-OUO340F,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Klasická Divize,8197ca60-361d-4515-8208-e51d50aab9fc,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
df97c6a4-a20a-4398-b964-5538359e5c2e,Hokejový Tím,HOT,HOT,,,,,Active,HOT,https://drive.google.com/uc?export=view&id=1khnMpPsvA7rZJczbv1G9RDduzzMDfTeT,WND Cup Ledeč nad Sázavou,fb18fbb5-2a6f-4328-8ef0-dfc2f4e08ad4,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Skupina A,ceb3d5d8-c901-453c-bf46-535b83c9e831,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
d9c71771-6689-4f26-8782-3872a6c3d1b8,HC Nový PUK,PUK,PUK,,,,,Active,PUK,https://drive.google.com/uc?export=view&id=1RdOY2WFKdvcjvibkuDtP_3N5Tz88K79y,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Bílá skupina,1ba35113-4527-41b4-b8c3-e876fa822e06,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
25e9839c-9072-4d5e-bd14-f89e7ad34068,Prague Hockey Masters,PHM,PHM,,,,,Active,PHM,https://drive.google.com/uc?export=view&id=1L0-d8JifVlSD8_g-WA_64zmMawJf3i5b,Undefined,b1325f2d-3d0b-4f63-b5ec-b72714d4137e,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Undefined,48259c04-72e0-4088-8fbf-e10baf0a378d,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
957f91fb-a98e-4602-8fa2-d75f5f40758c,HC Prague Wolves,Wolves,WLV,,,,,Active,WLV,https://drive.google.com/uc?export=view&id=1wUJz5-utkVhL0XU3cjVj45Yoex-5MxVU,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Modrá skupina,6240fdb1-0e47-4f99-8683-a4a50758ff54,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
3832fb20-ffb3-40b9-be64-8809db77d78a,HC Prague Wolves A,Wolves A,WLA,,,,,Active,WLA,https://drive.google.com/uc?export=view&id=1wUJz5-utkVhL0XU3cjVj45Yoex-5MxVU,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Top Divize,b7b4f7e3-9e44-42c0-bdf8-71cfd5592373,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
053398e3-ff69-470f-87f2-7d570ff36820,HC Prague Wolves B,Wolves B,WLB,,,,,Active,WLB,https://drive.google.com/uc?export=view&id=1wUJz5-utkVhL0XU3cjVj45Yoex-5MxVU,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Klasická Divize,8197ca60-361d-4515-8208-e51d50aab9fc,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
5774291a-3411-4fbe-907f-f0f4ea43821d,Projektový Ústav,Projekťák,PRO,,,,,Active,PRO,https://drive.google.com/uc?export=view&id=1GL3SENs3DroawlgKQI0ckRwLscAYEOh-,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
3f1f1994-64ea-4cf2-86a9-6b49e402f34e,HC Renegades,Renegades,REN,,,,,Active,REN,https://drive.google.com/uc?export=view&id=1U46QlU27_gGh4FOA4KTxQtz3aOjJ8HE0,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 4. skupina,22244e58-408c-48b5-88c0-aee5696f4948,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
4e54f3b1-2698-425d-bbcb-1f2b5c88e48d,HC Rex Bohemia,Rex,REX,,,,,Active,REX,https://drive.google.com/uc?export=view&id=1MFbU9IkCC6P0wekvHV8r26NZbQo-LuuP,CCM Liga,ce84bfe3-41fd-46de-aad4-409b769b0b2a,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
f09990a1-3234-4a38-bdce-e3f4eb6ed222,Roosters,Roosters,RST,,,,,Active,RST,https://drive.google.com/uc?export=view&id=1LgLhz7U9pv2m4GdRige8up1ap0lrz5X2,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Top Divize,b7b4f7e3-9e44-42c0-bdf8-71cfd5592373,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
ce70125d-ef75-44d0-b776-d36e1f5b60d4,Slavoj Štvanice,Štvanice,STV,,,,,Active,STV,https://drive.google.com/uc?export=view&id=1IqGYg7B9KDWqfUaQxsgyXW-OgF82uIJU,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Undefined,48259c04-72e0-4088-8fbf-e10baf0a378d,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
2e58bee0-d16a-4567-9346-b5163dfa551f,HC Množírna,Množírna,MNO,,,,,Active,MNO,https://drive.google.com/uc?export=view&id=1RWseputsLn7MkfgVW16nX4jwTw7Cdrvd,Memorial Tomáše Smutka,b4348584-a378-48b7-afdc-feca879c3371,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Skupina A,ceb3d5d8-c901-453c-bf46-535b83c9e831,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
7d2ec80a-56b6-48d9-a37c-aba1f5185a16,HC Variel Zruč,Variel,VAR,,,,,Active,VAR,https://drive.google.com/uc?export=view&id=1hDObIxu4_71I7_k4H0FhZHXVcSU2yyd-,WND Cup Ledeč nad Sázavou,fb18fbb5-2a6f-4328-8ef0-dfc2f4e08ad4,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Skupina B,62399262-d810-43f4-8960-63f7fc8a8fb8,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
842b3f25-ecab-422d-a565-8434bd50258b,Jokers,Jokers,JOK,,,,,Active,JOK,https://drive.google.com/uc?export=view&id=1fga3E2xMraOSg-wbqMjwFsYSHlm3LO_T,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Top Divize,b7b4f7e3-9e44-42c0-bdf8-71cfd5592373,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
fe518d94-ef3e-4cac-b2a6-d64ffabd9ccb,HC Ledeč,Ledeč,LED,,,,,Finished,LED,https://drive.google.com/uc?export=view&id=1QrcOUad8BQLZDZKhpLP4EM2HUELuInOn,WND Cup Ledeč nad Sázavou,fb18fbb5-2a6f-4328-8ef0-dfc2f4e08ad4,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Skupina B,62399262-d810-43f4-8960-63f7fc8a8fb8,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
52184731-e211-4b03-92f6-d7f9b71350d9,H.O.V.N.A.,Hovna,HOV,,,,,Active,HOV,https://drive.google.com/uc?export=view&id=1lRkl-gcu2Wjyj_lohCTHyzRvCjmejQtP,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
0d11d883-bc07-4e34-bcb1-97ecca0205c7,HC Sněhuláci Praha,Sněhuláci,SNE,,,,,Active,SNE,https://drive.google.com/uc?export=view&id=1ExOtYjWC59H51cEw0bdHuZCwumiC7G8w,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
c5f53fe3-4d49-4a46-834e-ec1ffbcb495c,HC Ozzy Praha,Ozzy,OZZ,,,,,Active,OZZ,https://drive.google.com/uc?export=view&id=1ah-nGS257mTEk_ehwwVSu_6_ZoUVpw3_,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
06c5ed20-55c1-4025-bdd9-b8347f25ced2,HC Mordor Praha,Mordor,MOR,,,,,Active,MOR,https://drive.google.com/uc?export=view&id=15-jzR3e94rEp9SK5BCzpBNzVuX4vAIij,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
7dc3c806-5b13-499d-bf3d-7ed5639e4263,HC Stará Kovárna,Kovárna,KOV,,,,,Active,KOV,https://drive.google.com/uc?export=view&id=17Sd3VV7bm0W-MpqoYCLxBB2yzOC_EW7c,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
bbfdf8ba-bccf-4b6d-ad97-6dcb4f38cc41,EUROCAT,Eurocat,ECA,,,,,Active,ECA,https://drive.google.com/uc?export=view&id=1FbZpwzCq4FVhdnXsNPA0rdFjAOI4EsGB,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
9cbfef70-cd18-4c23-b0eb-d54a3b33fa58,HC Dotykačka,Dotykačka,DOT,,,,,Active,DOT,https://drive.google.com/uc?export=view&id=1hBXrH1IC_tWYANvjn4Gb2NM1BwMGQaKt,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
3404c608-4f32-4b77-9458-d1f56db2eecd,HC Cheza Praha,Cheza Praha,CHP,,,,,Active,CHP,https://drive.google.com/uc?export=view&id=14tg0GV7zU2G4r-K4XPOI-iEA2YpxP93k,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
01dd4540-647c-47f9-a263-cecbceb9ac3a,Přírodověda UK,Přirodověda,PRI,,,,,Active,PRI,https://drive.google.com/uc?export=view&id=1XdiLZca4PchNIhodNeTEmY-G0hmd_6LB,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
1a3450fb-1c9a-4265-82b2-bd1db06eb7e5,HC Horní Počernice,Počernice,HPO,,,,,Active,HPO,https://drive.google.com/uc?export=view&id=1AMEpwfy7PgrwKCJny70kVj5GytBV8bRT,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
d91a629c-3614-4cb5-9c67-c01a1260d026,HC Olympik Praha,Olympik,OLP,,,,,Active,OLP,https://drive.google.com/uc?export=view&id=17kOXwr9U0lyIAUzhCLxwsz4n663-VsmN,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
777d8fc1-f60b-43c6-85ed-046ff9cdd42f,HC Žižkov,Zizkov,ZIZ,,,,,Active,ZIZ,https://drive.google.com/uc?export=view&id=1FKB7x6o4vvjUBW4c0Q2NobphFHq1y98b,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,PLLH 3. skupina,25650196-4170-43ce-b998-ae43b639fddb,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
3372e533-8330-498a-8cc4-3d764dce9794,Blacks,Blacks,BLK,,,,,Active,BLK,https://drive.google.com/uc?export=view&id=1Rv4cSCqTtdWqQ67Ba0EFbg9nnzRoFpnk,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Undefined,48259c04-72e0-4088-8fbf-e10baf0a378d,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
e8ee5697-0659-4105-9267-d9b63a1b99a6,Whites,Whites,WHI,,,,,Active,WHI,https://drive.google.com/uc?export=view&id=1yr-FH_qRhHu8Pej-6q_mm-Xu8eV6jot3,Undefined,b1325f2d-3d0b-4f63-b5ec-b72714d4137e,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Undefined,48259c04-72e0-4088-8fbf-e10baf0a378d,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
97475a6c-ef0f-4e84-8c60-869bcbabbceb,Icehoppers (GER),Icehoppers,IHP,,,,,Active,IHP,https://drive.google.com/uc?export=view&id=1dJgft7BaDZgktWg56KrmL5U8dfgdUwuR,Undefined,b1325f2d-3d0b-4f63-b5ec-b72714d4137e,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Undefined,48259c04-72e0-4088-8fbf-e10baf0a378d,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
82c32446-e407-4665-859e-dc89d4846144,The North (CAN),North,NOR,,,,,Active,NOR,https://drive.google.com/uc?export=view&id=1r-36L7rtPMGA4z8NjSqIWv7iG6MIkgxN,Undefined,b1325f2d-3d0b-4f63-b5ec-b72714d4137e,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Undefined,48259c04-72e0-4088-8fbf-e10baf0a378d,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
eb920466-4052-4b92-a9d3-8e89ff164da8,Veřejné Bruslení,Veřejňák,VER,,,,,Active,VER,https://drive.google.com/uc?export=view&id=1xm1AkOHP9mJVB_R6tlTibCLG98gjXvLP,Undefined,b1325f2d-3d0b-4f63-b5ec-b72714d4137e,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Undefined,48259c04-72e0-4088-8fbf-e10baf0a378d,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
