jerseyNoId,jerseyNoNumber,jerseyNoName,jerseyNoTeamName,jerseyNoTeamId,test
6686c679-80f3-46e5-b2dd-21a0e2110645,18,Fanklub Lev Praha - 18,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,6686c679-80f3-46e5-b2dd-21a0e2110645
8701e7fb-c5bf-4fb2-94c1-dd42eab574f4,19,Fanklub Lev Praha - 19,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,8701e7fb-c5bf-4fb2-94c1-dd42eab574f4
c30e5eae-15f9-4fa3-a98d-caba37bc8629,20,Fanklub Lev Praha - 20,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,c30e5eae-15f9-4fa3-a98d-caba37bc8629
a9e6c5fd-323c-44d5-b1e4-31aa9e7b0ea4,21,Fanklub Lev Praha - 21,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,a9e6c5fd-323c-44d5-b1e4-31aa9e7b0ea4
31ce628a-dc71-41a8-98d5-6ed4cefbfe30,22,Fanklub Lev Praha - 22,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,31ce628a-dc71-41a8-98d5-6ed4cefbfe30
1ce5d555-290c-49fc-af51-be1f427af042,23,Fanklub Lev Praha - 23,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,1ce5d555-290c-49fc-af51-be1f427af042
51cf68e0-6dc4-40ac-89a6-4d319f2c96a7,24,Fanklub Lev Praha - 24,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,51cf68e0-6dc4-40ac-89a6-4d319f2c96a7
72bf35db-6817-4127-b4ff-d5594cc97b93,25,Fanklub Lev Praha - 25,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,72bf35db-6817-4127-b4ff-d5594cc97b93
7e760190-8238-405a-ab6e-27df9f361df9,26,Fanklub Lev Praha - 26,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,7e760190-8238-405a-ab6e-27df9f361df9
3b4fd3ca-c17d-44dc-9004-b7e0e9b81e9c,27,Fanklub Lev Praha - 27,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,3b4fd3ca-c17d-44dc-9004-b7e0e9b81e9c
8d934417-bd64-490f-a497-a993884f0224,28,Fanklub Lev Praha - 28,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,8d934417-bd64-490f-a497-a993884f0224
957aebb1-70cd-4e1c-8ec5-fb8adaef6f14,29,Fanklub Lev Praha - 29,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,957aebb1-70cd-4e1c-8ec5-fb8adaef6f14
82dbfe9a-1fff-4e7b-b393-4b26241c81cf,30,Fanklub Lev Praha - 30,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,82dbfe9a-1fff-4e7b-b393-4b26241c81cf
6cd3240b-15e6-4221-ac2d-347d9c7401b6,31,Fanklub Lev Praha - 31,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,6cd3240b-15e6-4221-ac2d-347d9c7401b6
a1dcd8c3-502b-4d84-a28d-395996e8c947,32,Fanklub Lev Praha - 32,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,a1dcd8c3-502b-4d84-a28d-395996e8c947
4de254c7-a7c6-46de-a7ce-0b04c7bc8a12,33,Fanklub Lev Praha - 33,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,4de254c7-a7c6-46de-a7ce-0b04c7bc8a12
77087f4a-48a0-4c85-ad28-7b544482cfb0,34,Fanklub Lev Praha - 34,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,77087f4a-48a0-4c85-ad28-7b544482cfb0
3df0a187-de0c-4535-aff0-5f177d41a221,35,Fanklub Lev Praha - 35,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,3df0a187-de0c-4535-aff0-5f177d41a221
12637172-33b1-4e01-b2c9-759f9d7fb4bc,36,Fanklub Lev Praha - 36,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,12637172-33b1-4e01-b2c9-759f9d7fb4bc
fcce7fcd-bb8f-4224-90e8-2f96b4e6a3f9,37,Fanklub Lev Praha - 37,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,fcce7fcd-bb8f-4224-90e8-2f96b4e6a3f9
0295a33e-773d-44b8-84ef-10be2c41307d,38,Fanklub Lev Praha - 38,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,0295a33e-773d-44b8-84ef-10be2c41307d
5493a0c2-3664-4725-8267-0f0f717f6c6e,39,Fanklub Lev Praha - 39,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,5493a0c2-3664-4725-8267-0f0f717f6c6e
8cc88d56-9e1e-48cf-8bfb-e440bd98323b,40,Fanklub Lev Praha - 40,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,8cc88d56-9e1e-48cf-8bfb-e440bd98323b
f27556bd-6b22-4e23-86ff-b8e8d97fef33,41,Fanklub Lev Praha - 41,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,f27556bd-6b22-4e23-86ff-b8e8d97fef33
2d520609-974f-4b18-af0d-e6b9d01a45af,42,Fanklub Lev Praha - 42,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2d520609-974f-4b18-af0d-e6b9d01a45af
ecf9d8a6-170d-4b24-b9a7-4bf2f983b6c0,43,Fanklub Lev Praha - 43,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,ecf9d8a6-170d-4b24-b9a7-4bf2f983b6c0
4a9bc5eb-5dd4-4fc9-9060-db4d659f4ca6,44,Fanklub Lev Praha - 44,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,4a9bc5eb-5dd4-4fc9-9060-db4d659f4ca6
9c81d0a4-eff6-43b6-b62a-0a13ad47fc6e,45,Fanklub Lev Praha - 45,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,9c81d0a4-eff6-43b6-b62a-0a13ad47fc6e
4b1fe5a3-bffe-4191-96cb-1898abc904d9,46,Fanklub Lev Praha - 46,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,4b1fe5a3-bffe-4191-96cb-1898abc904d9
b807729d-62b0-4825-a216-3b6c50ee06fa,47,Fanklub Lev Praha - 47,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,b807729d-62b0-4825-a216-3b6c50ee06fa
dddafd97-11c2-4a1d-9398-87aaf8784f9a,48,Fanklub Lev Praha - 48,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,dddafd97-11c2-4a1d-9398-87aaf8784f9a
2ea1e6f7-9f7d-49e3-b459-e6110662f167,49,Fanklub Lev Praha - 49,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2ea1e6f7-9f7d-49e3-b459-e6110662f167
427c14e8-9253-45d8-bc16-9f118c839b3c,50,Fanklub Lev Praha - 50,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,427c14e8-9253-45d8-bc16-9f118c839b3c
83ae4b5d-1195-4827-96c1-9dd80b38df7c,51,Fanklub Lev Praha - 51,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,83ae4b5d-1195-4827-96c1-9dd80b38df7c
eba5e55a-1e61-4c3a-86ab-8b2ffbf7fc38,52,Fanklub Lev Praha - 52,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,eba5e55a-1e61-4c3a-86ab-8b2ffbf7fc38
b62ba483-f7cf-4d6b-9ca1-cc9587e3c27a,53,Fanklub Lev Praha - 53,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,b62ba483-f7cf-4d6b-9ca1-cc9587e3c27a
83a3a671-bece-437c-b193-907fcfd42839,54,Fanklub Lev Praha - 54,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,83a3a671-bece-437c-b193-907fcfd42839
7fb34ed9-c303-45eb-8419-ae2d410bff00,55,Fanklub Lev Praha - 55,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,7fb34ed9-c303-45eb-8419-ae2d410bff00
d5358454-6da6-42d4-bd4c-d848f441f8a1,56,Fanklub Lev Praha - 56,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,d5358454-6da6-42d4-bd4c-d848f441f8a1
45d9ed44-037b-437f-92e4-a606ea4771c2,57,Fanklub Lev Praha - 57,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,45d9ed44-037b-437f-92e4-a606ea4771c2
cc76c5b1-da37-4b00-b80a-af57adfa0103,58,Fanklub Lev Praha - 58,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,cc76c5b1-da37-4b00-b80a-af57adfa0103
1a5ee609-f6b5-4de0-b7ff-69d026e462ab,59,Fanklub Lev Praha - 59,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,1a5ee609-f6b5-4de0-b7ff-69d026e462ab
7fd22735-9e7b-46a9-abc9-532c6bc97651,60,Fanklub Lev Praha - 60,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,7fd22735-9e7b-46a9-abc9-532c6bc97651
9b9a2451-a444-44d4-9362-3c3ccef2fa92,61,Fanklub Lev Praha - 61,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,9b9a2451-a444-44d4-9362-3c3ccef2fa92
ff6753f4-eb15-48ac-b75d-6c109d209a79,62,Fanklub Lev Praha - 62,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,ff6753f4-eb15-48ac-b75d-6c109d209a79
85fcf2be-48fd-47cf-8f2d-311091361b5a,63,Fanklub Lev Praha - 63,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,85fcf2be-48fd-47cf-8f2d-311091361b5a
4b66b864-3762-4937-ad50-83e5dd80d318,64,Fanklub Lev Praha - 64,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,4b66b864-3762-4937-ad50-83e5dd80d318
62d09b28-15e0-413c-818a-0d230052e9c7,65,Fanklub Lev Praha - 65,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,62d09b28-15e0-413c-818a-0d230052e9c7
82b270ed-7f55-4cdd-ab57-a2de6de94ebc,66,Fanklub Lev Praha - 66,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,82b270ed-7f55-4cdd-ab57-a2de6de94ebc
2a0eaf18-7732-4cd9-a8a7-f3ef06b18b7a,67,Fanklub Lev Praha - 67,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2a0eaf18-7732-4cd9-a8a7-f3ef06b18b7a
07763c63-f19f-4080-9941-5f567c7d25e5,68,Fanklub Lev Praha - 68,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,07763c63-f19f-4080-9941-5f567c7d25e5
1fc81363-b64e-490f-b398-64dcb5403a5a,69,Fanklub Lev Praha - 69,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,1fc81363-b64e-490f-b398-64dcb5403a5a
77d720d4-0b3e-4a04-9a51-ddfaee034c94,70,Fanklub Lev Praha - 70,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,77d720d4-0b3e-4a04-9a51-ddfaee034c94
2bc3f28f-f2df-4997-9592-9030e99413e1,71,Fanklub Lev Praha - 71,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2bc3f28f-f2df-4997-9592-9030e99413e1
d0ace496-8b00-4d79-851a-64dccdccd3d9,72,Fanklub Lev Praha - 72,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,d0ace496-8b00-4d79-851a-64dccdccd3d9
07111f6a-c950-49f8-b30a-b67b0bc53f64,73,Fanklub Lev Praha - 73,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,07111f6a-c950-49f8-b30a-b67b0bc53f64
26606fc1-3b94-47f3-b6c2-35e9744df6f9,74,Fanklub Lev Praha - 74,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,26606fc1-3b94-47f3-b6c2-35e9744df6f9
50c5179d-eabb-40a0-b1be-eda1771d717f,75,Fanklub Lev Praha - 75,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,50c5179d-eabb-40a0-b1be-eda1771d717f
82b54963-6c28-4aaf-99c7-6027e5103138,76,Fanklub Lev Praha - 76,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,82b54963-6c28-4aaf-99c7-6027e5103138
bcc9876d-0de9-459a-9a65-37904d9572a7,77,Fanklub Lev Praha - 77,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,bcc9876d-0de9-459a-9a65-37904d9572a7
a749b37a-4893-4581-b992-483f14b6a69e,78,Fanklub Lev Praha - 78,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,a749b37a-4893-4581-b992-483f14b6a69e
5d85e587-7fd7-431b-ae4a-016d866a0ea8,79,Fanklub Lev Praha - 79,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,5d85e587-7fd7-431b-ae4a-016d866a0ea8
cdf94dac-fc27-45d9-a3cd-9c2ac0831d25,80,Fanklub Lev Praha - 80,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,cdf94dac-fc27-45d9-a3cd-9c2ac0831d25
21731298-922c-49f7-82fe-f8ca36dfe5b9,81,Fanklub Lev Praha - 81,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,21731298-922c-49f7-82fe-f8ca36dfe5b9
ed304876-2f31-4d3c-8396-a57cbc80cd81,82,Fanklub Lev Praha - 82,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,ed304876-2f31-4d3c-8396-a57cbc80cd81
d4494184-e5dd-47c7-b3f6-3c8f9247e9cf,83,Fanklub Lev Praha - 83,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,d4494184-e5dd-47c7-b3f6-3c8f9247e9cf
c7808020-3183-4b0d-b3b8-d0cec3109ce4,84,Fanklub Lev Praha - 84,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,c7808020-3183-4b0d-b3b8-d0cec3109ce4
e98f871b-058f-4468-a463-f51a1d833085,85,Fanklub Lev Praha - 85,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,e98f871b-058f-4468-a463-f51a1d833085
8c595697-404b-48b3-a5a3-f7d4720de848,86,Fanklub Lev Praha - 86,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,8c595697-404b-48b3-a5a3-f7d4720de848
73329b33-2a7b-4a36-88f1-70506bbc5da8,87,Fanklub Lev Praha - 87,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,73329b33-2a7b-4a36-88f1-70506bbc5da8
1cd8c598-1aa1-438e-ae57-8173af825932,88,Fanklub Lev Praha - 88,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,1cd8c598-1aa1-438e-ae57-8173af825932
e3228d67-ae53-484e-9239-2dd7e79d7ded,89,Fanklub Lev Praha - 89,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,e3228d67-ae53-484e-9239-2dd7e79d7ded
30e65eaa-6b90-4b79-ac05-8a645a2cde4b,90,Fanklub Lev Praha - 90,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,30e65eaa-6b90-4b79-ac05-8a645a2cde4b
4a8aef13-5889-412d-a9b3-7fe6d3b0c00d,91,Fanklub Lev Praha - 91,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,4a8aef13-5889-412d-a9b3-7fe6d3b0c00d
144053a8-015b-4329-9a89-8238b109b860,92,Fanklub Lev Praha - 92,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,144053a8-015b-4329-9a89-8238b109b860
a785488a-52dd-4f45-b4b3-2a7a1c9a9e34,93,Fanklub Lev Praha - 93,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,a785488a-52dd-4f45-b4b3-2a7a1c9a9e34
1b7d1c9d-3f56-4358-b522-3495e0daed3d,94,Fanklub Lev Praha - 94,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,1b7d1c9d-3f56-4358-b522-3495e0daed3d
9e8aeb2f-ed8e-4a1c-b285-1d43bdfacbd4,95,Fanklub Lev Praha - 95,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,9e8aeb2f-ed8e-4a1c-b285-1d43bdfacbd4
713764ea-bb5f-442c-9710-9a4c4fd6d029,96,Fanklub Lev Praha - 96,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,713764ea-bb5f-442c-9710-9a4c4fd6d029
5c99c19f-9fea-448c-afe1-a62fea461d19,97,Fanklub Lev Praha - 97,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,5c99c19f-9fea-448c-afe1-a62fea461d19
4aabe1ef-8d70-434e-a578-a8d0160e648c,98,Fanklub Lev Praha - 98,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,4aabe1ef-8d70-434e-a578-a8d0160e648c
fec9e72a-b6ef-4206-aac8-f5a67df0c374,99,Fanklub Lev Praha - 99,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,fec9e72a-b6ef-4206-aac8-f5a67df0c374
d8176345-4dfe-4500-a6d6-091281ce0a78,9999,HC Domynos - 9999,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,d8176345-4dfe-4500-a6d6-091281ce0a78
3119eb35-5968-428e-accf-b53b3f35edfe,0,HC Domynos - 0,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,3119eb35-5968-428e-accf-b53b3f35edfe
02bcd8a6-5e23-4360-ae85-1cffdfc34004,1,HC Domynos - 1,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,02bcd8a6-5e23-4360-ae85-1cffdfc34004
1efc64ef-ca1e-48ce-b908-1a775b2f39f7,2,HC Domynos - 2,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,1efc64ef-ca1e-48ce-b908-1a775b2f39f7
adbfc96e-5495-4839-9035-c39cf60fe0d3,3,HC Domynos - 3,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,adbfc96e-5495-4839-9035-c39cf60fe0d3
07b5537a-a3f6-45a9-b1f4-737e398aec01,4,HC Domynos - 4,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,07b5537a-a3f6-45a9-b1f4-737e398aec01
a312f804-dd09-4fcc-8a56-ad1f342354f2,5,HC Domynos - 5,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,a312f804-dd09-4fcc-8a56-ad1f342354f2
b677df0e-8e6e-4ffd-9555-3d422413ee1c,6,HC Domynos - 6,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,b677df0e-8e6e-4ffd-9555-3d422413ee1c
90a586c2-9778-48d0-98a1-ad432737b8c6,7,HC Domynos - 7,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,90a586c2-9778-48d0-98a1-ad432737b8c6
2af7d3a4-b87f-436b-938a-1c28f54984fe,8,HC Domynos - 8,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,2af7d3a4-b87f-436b-938a-1c28f54984fe
b0e56972-3565-4695-8e3a-a2b09e2fc80e,9,HC Domynos - 9,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,b0e56972-3565-4695-8e3a-a2b09e2fc80e
82920507-f5e2-4a17-9b9e-3bbb6aa251d9,10,HC Domynos - 10,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,82920507-f5e2-4a17-9b9e-3bbb6aa251d9
c3cb8596-3a1c-4508-b6f1-fb503cc2ac14,11,HC Domynos - 11,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,c3cb8596-3a1c-4508-b6f1-fb503cc2ac14
dc3c8d99-038f-4628-9019-0b1f5ebc39b9,12,HC Domynos - 12,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,dc3c8d99-038f-4628-9019-0b1f5ebc39b9
44e459d2-2977-45f5-900c-ef8e036e6c11,13,HC Domynos - 13,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,44e459d2-2977-45f5-900c-ef8e036e6c11
c32b21fe-cf80-4a41-96fd-814864ac7a71,14,HC Domynos - 14,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,c32b21fe-cf80-4a41-96fd-814864ac7a71
58f6ac21-ba62-4000-a6cb-4ec74991864f,15,HC Domynos - 15,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,58f6ac21-ba62-4000-a6cb-4ec74991864f
4a53cb45-3b0e-413b-b341-4a3d336cce5f,16,HC Domynos - 16,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,4a53cb45-3b0e-413b-b341-4a3d336cce5f
79cd81c3-39a7-4010-a8a6-42843434bba5,17,HC Domynos - 17,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,79cd81c3-39a7-4010-a8a6-42843434bba5
a0b4c725-1fd6-4e34-be23-39f8598aeafa,18,HC Domynos - 18,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,a0b4c725-1fd6-4e34-be23-39f8598aeafa
dd2f2204-8190-4b27-ac21-d51b8c953ddf,19,HC Domynos - 19,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,dd2f2204-8190-4b27-ac21-d51b8c953ddf
2617dbdf-d46f-448b-81a3-d2cae793ef48,20,HC Domynos - 20,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,2617dbdf-d46f-448b-81a3-d2cae793ef48
dd497e18-0eae-4969-82e5-6b46fd36663b,21,HC Domynos - 21,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,dd497e18-0eae-4969-82e5-6b46fd36663b
0ba26fdb-2b1c-46f8-b512-a03b3bc3643f,22,HC Domynos - 22,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,0ba26fdb-2b1c-46f8-b512-a03b3bc3643f
ae9772c7-9b2f-4714-84fa-b613f74c5428,23,HC Domynos - 23,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,ae9772c7-9b2f-4714-84fa-b613f74c5428
3c2ece0e-a807-499b-a2e4-fa309c3df2f5,24,HC Domynos - 24,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,3c2ece0e-a807-499b-a2e4-fa309c3df2f5
6d25467e-5521-46ab-9d6f-e3e22eaada80,25,HC Domynos - 25,HC Domynos,8c035c24-5703-4628-9f71-e0b6280196db,6d25467e-5521-46ab-9d6f-e3e22eaada80
