phaseId,phaseName,phaseNick,phaseShort,phaseStartDate,phaseEndDate,phaseStatus,rulePackName,rulePackId,competitionName,competitionId,sponsorName,sponsorId,seasonName,seasonId,venueName,venueId
456821b5-b3ae-4817-b4e7-d3bf8123ca5e,Play Off,Play Off,Playoff,15.9.2018,15.9.2018,Finished,,,Memorial Tomáše Smutka,b4348584-a378-48b7-afdc-feca879c3371,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
10eb1140-3ea6-40af-8377-7c74b05417de,Skupinová fáze,Skupiny,Skupiny,14.9.2019,14.9.2019,Finished,,,Memorial Tomáše Smutka,b4348584-a378-48b7-afdc-feca879c3371,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
8c314659-1d17-4105-81bf-f29e2d28cf34,Play Off,Play Off,Playoff,15.9.2019,15.9.2019,Finished,,,Memorial Tomáše Smutka,b4348584-a378-48b7-afdc-feca879c3371,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
0f554072-81be-42df-aec0-2601281548ed,Skupinová fáze,Skupiny,Skupiny,14.9.2020,14.9.2020,Finished,,,Memorial Tomáše Smutka,b4348584-a378-48b7-afdc-feca879c3371,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
cf3784f1-8508-4655-8dcc-284a2f7370be,Play Off,Play Off,Playoff,15.9.2020,15.9.2020,Finished,,,Memorial Tomáše Smutka,b4348584-a378-48b7-afdc-feca879c3371,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
17e808d7-8f0e-43e0-81c8-36fcf5034216,Základní část,Základní část,ZČ,1.11.2016,20.3.2017,Finished,,,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
c35d365c-896c-421c-a2e6-f0d91186cf1d,Základní část,Základní část,ZČ,1.11.2017,20.3.2018,Finished,,,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
d1c91311-4765-4e2d-a1c6-d8d8b958ca60,Základní část,Základní část,ZČ,1.11.2018,20.3.2019,Finished,,,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
ae5d0728-6c7d-4cb2-becb-54918e55fcb5,Základní část,Základní část,ZČ,1.11.2019,20.3.2020,Finished,,,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
f508b957-a4af-4103-bc0f-adf46cd8be35,Základní část,Základní část,ZČ,1.11.2020,20.3.2021,Finished,,,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
