groupId,groupName,groupNick,groupShort,groupTeamsLimit,competitionName,competitionId,phaseName,phaseId,sponsorName,sponsorId,seasonName,seasonId,venueName,venueId
4017493c-e314-45bc-a541-78e5f1247b78,PLLH 1. skupina,PLLH 1,PLLH 1,12,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
a20ea150-c5b0-4003-b2ac-b59c9695e78c,PLLH 2. skupina,PLLH 2,PLLH 2,12,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
c408f0e0-608c-4e28-a225-f67e3b6aac8b,PLLH 3. skupina,PLLH 3,PLLH 3,10,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
5d464dd1-5778-4672-928a-bd652c65f3dc,PLLH 4. skupina,PLLH 4,PLLH 4,10,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
fb6de1db-29ba-4d19-a6f5-d62a29fb5c3b,PLLH 5. skupina,PLLH 5,PLLH 5,10,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
66fb7344-1399-4bc1-aca7-fa3dc9807aa4,PLLH 1. skupina,PLLH 1,PLLH 1,10,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
459ba54b-2dff-453c-9cf1-8d7b98f3e8d4,PLLH 2. skupina,PLLH 2,PLLH 2,10,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
a22c41bd-ddf1-46d0-ad6c-c5fae00cfdfc,PLLH 3. skupina,PLLH 3,PLLH 3,10,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
1374f97f-daaf-4300-afea-e2205e89450f,PLLH 4. skupina,PLLH 4,PLLH 4,10,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
128ff487-9da6-456c-8292-29c83a3b7974,PLLH 5. skupina,PLLH 5,PLLH 5,10,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
ceb3d5d8-c901-453c-bf46-535b83c9e831,Skupina A,Skupina A,A,3,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Skupinová fáze,d41492f3-5c3f-4dae-ad1e-b081883972a2,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
62399262-d810-43f4-8960-63f7fc8a8fb8,Skupina B,Skupina B,B,3,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Skupinová fáze,d41492f3-5c3f-4dae-ad1e-b081883972a2,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
dbf4b0b9-dec4-47b6-b2e1-5b3a5c0db8de,Skupina A,Skupina A,A,4,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Kvalifikační fáze,55167910-0362-44fd-9294-ca2ed5e9bb09,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
86944f0d-46cb-4b3f-8206-3d5b8020a060,Skupina B,Skupina B,B,4,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Kvalifikační fáze,55167910-0362-44fd-9294-ca2ed5e9bb09,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
c17a7247-3a8e-43b7-9fc3-4231d8d296b1,Skupina B,Skupina B,C,4,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Kvalifikační fáze,55167910-0362-44fd-9294-ca2ed5e9bb09,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
69469649-97a1-4815-a3f0-3fe4acbad50f,Červená skupina,Červená,Red,3,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Skupinová fáze,d41492f3-5c3f-4dae-ad1e-b081883972a2,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
1ba35113-4527-41b4-b8c3-e876fa822e06,Bílá skupina,Bílá,White,3,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Skupinová fáze,d41492f3-5c3f-4dae-ad1e-b081883972a2,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
6240fdb1-0e47-4f99-8683-a4a50758ff54,Modrá skupina,Modrá,Blue,3,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Skupinová fáze,d41492f3-5c3f-4dae-ad1e-b081883972a2,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
7fe640f7-9d8a-49eb-9622-cc5079312e1d,Černá skupina,Černá,Black,3,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Skupinová fáze,d41492f3-5c3f-4dae-ad1e-b081883972a2,Prague Hockey Masters,bca80281-7e6a-4d0c-acc2-a818cd62bf4e,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
8197ca60-361d-4515-8208-e51d50aab9fc,Klasická Divize,Klasik,Klasik,13,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Skupinová fáze,d41492f3-5c3f-4dae-ad1e-b081883972a2,Bauer Hockey Czech,18d7a954-153e-442b-a90a-45128ca6251c,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
b7b4f7e3-9e44-42c0-bdf8-71cfd5592373,Top Divize,Top,Top,13,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Skupinová fáze,d41492f3-5c3f-4dae-ad1e-b081883972a2,Bauer Hockey Czech,18d7a954-153e-442b-a90a-45128ca6251c,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
1b5e1e89-4c09-4632-80b6-aebe63c66f02,Klasická Divize,Klasik,Klasik,13,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Skupinová fáze,d41492f3-5c3f-4dae-ad1e-b081883972a2,Bauer Hockey Czech,18d7a954-153e-442b-a90a-45128ca6251c,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
b3dc66c1-2afe-4bfe-be91-3092fc85b987,Top Divize,Top,Top,14,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Skupinová fáze,d41492f3-5c3f-4dae-ad1e-b081883972a2,Bauer Hockey Czech,18d7a954-153e-442b-a90a-45128ca6251c,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
b172426f-aa89-4d0a-a17a-5861a97311ac,Hobby Divize,Hobby,Hobby,9,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Skupinová fáze,d41492f3-5c3f-4dae-ad1e-b081883972a2,Bauer Hockey Czech,18d7a954-153e-442b-a90a-45128ca6251c,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,Škoda Icerink,fe2d5ef7-fa32-4798-93da-bfffee2fc585
