metaHistoryId,playerId,playerName,playerExternalId,teamName,teamId,seasonName,seasonId,competitionId,metaRating,metaLineups,metaScoredGoals,metaAssists,metaPoints,metaPenalties,metaStars,metaAllowedGoals,metaPercentage,metaFacedShots,metaShutOuts,metaAverage
dd1435b8-6889-4609-ab18-06b5771b694f,2da31dca-3496-4f0e-93ab-d69e5cfe6754,Michal Štěpán,17004,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc636,3.3,,,,,,,,,,,
23c0d0b2-cbee-442f-a7f6-5dd37778efc6,2da31dca-3496-4f0e-93ab-d69e5cfe6754,Michal Štěpán,17004,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc637,3.3,,,,,,,,,,,
4f5f2452-b59d-4475-a65e-e49106681e48,2da31dca-3496-4f0e-93ab-d69e5cfe6754,Michal Štěpán,17004,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc638,3.3,0,0,0,0,0,0,0,0,0,0,
b10aa1e1-9611-444b-97b5-e280e6c6fdd0,2da31dca-3496-4f0e-93ab-d69e5cfe6754,Michal Štěpán,17004,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc639,,5,1,0,1,0,,,,,,
fb8b7262-0d73-47c1-b3ab-3f70f26f59e4,2da31dca-3496-4f0e-93ab-d69e5cfe6754,Michal Štěpán,17004,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc640,,2,0,1,1,0,,,,,,
07aefa75-2e0e-4b80-a5ad-de3502274af2,f670eaa7-bd57-40a5-ad5e-218a30d93438,Jirka Kozlovcev,17005,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc641,2.5,,,,,,,,,,,
94da0cdd-1b18-4814-a74d-530ba21fcd55,f670eaa7-bd57-40a5-ad5e-218a30d93438,Jirka Kozlovcev,17005,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc642,2.5,,,,,,,,,,,
a232573c-aef3-40f3-b37c-b4b7b8c6036a,f670eaa7-bd57-40a5-ad5e-218a30d93438,Jirka Kozlovcev,17005,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc643,2.5,4,1,0,1,2,0,0,0,0,0,
369ee4a7-93ea-4135-b20b-3207a96359ed,f670eaa7-bd57-40a5-ad5e-218a30d93438,Jirka Kozlovcev,17005,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc644,,1,0,0,0,0,,,,,,
5ea0ac42-7b81-4903-ba3b-72513518d04a,f670eaa7-bd57-40a5-ad5e-218a30d93438,Jirka Kozlovcev,17005,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc645,,5,1,0,1,0,,,,,,
838233a0-9406-469d-9982-8c0215de5a26,474a1048-92f9-4020-81e1-b70024c7df04,Jiří Šimek,17006,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc646,3,3,0,0,0,6,0,0,0,0,0,0
c4626fd3-ecc0-4ce1-872a-e8ae9816c2f9,474a1048-92f9-4020-81e1-b70024c7df04,Jiří Šimek,17006,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc647,3,18,2,8,10,8,1,0,0,0,0,0
3761fa12-4330-4b8a-b87a-c12d6f0d9428,474a1048-92f9-4020-81e1-b70024c7df04,Jiří Šimek,17006,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc648,3,12,1,4,5,4,0,0,0,0,0,
3b379bab-3590-419b-a065-ef124526c353,474a1048-92f9-4020-81e1-b70024c7df04,Jiří Šimek,17006,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc649,,13,2,2,4,0,,,,,,
733e6d44-bd7d-42aa-8592-332ac5e19415,474a1048-92f9-4020-81e1-b70024c7df04,Jiří Šimek,17006,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc650,,4,1,4,5,0,,,,,,
32a50fdd-adbf-4d36-b205-6ff7102d79ca,c587f55c-3c85-4c32-b529-c4a7a370e0bf,Martin Hrstka,17007,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc651,2.5,4,0,0,0,4,0,0,0,0,0,0
672b11ec-1958-460f-a05d-1420fdc0f78b,c587f55c-3c85-4c32-b529-c4a7a370e0bf,Martin Hrstka,17007,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc652,2.5,13,2,4,6,0,0,0,0,0,0,0
4557c6bb-fcd2-4809-94a5-ea190ea3d3fd,c587f55c-3c85-4c32-b529-c4a7a370e0bf,Martin Hrstka,17007,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc653,2.5,3,0,0,0,0,0,0,0,0,0,
40d906fc-40b4-4034-ae0e-22e88552362f,c587f55c-3c85-4c32-b529-c4a7a370e0bf,Martin Hrstka,17007,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc654,,13,1,1,2,4,,,,,,
d7f8f11c-2ee2-4660-b709-5d360eca0f28,c587f55c-3c85-4c32-b529-c4a7a370e0bf,Martin Hrstka,17007,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc655,,4,0,1,1,0,,,,,,
d4160c0c-fe96-4e97-b9ef-1332c50f8ff2,30e7a4b0-cf19-4bb4-89b4-9cc7811a3939,Vladimír Zelenka,17008,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc656,39,0,0,0,0,0,0,0,0,0,0,
fa477bca-9fca-476a-8911-8716e79a16d1,30e7a4b0-cf19-4bb4-89b4-9cc7811a3939,Vladimír Zelenka,17008,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc657,39,3,0,2,2,2,0,0,0,0,0,0
a351736e-a444-4518-8845-70c7db08f3f1,30e7a4b0-cf19-4bb4-89b4-9cc7811a3939,Vladimír Zelenka,17008,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc658,39,2,1,2,3,2,0,0,0,0,0,
e4fcf9e3-1101-4d04-9fe2-1c46ada8ca33,30e7a4b0-cf19-4bb4-89b4-9cc7811a3939,Vladimír Zelenka,17008,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc659,,2,0,0,0,0,,,,,,
c1e9fea5-e861-4355-891e-423e78e58a6d,30e7a4b0-cf19-4bb4-89b4-9cc7811a3939,Vladimír Zelenka,17008,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc660,,3,0,0,0,0,,,,,,
195b2617-3aff-4c87-8795-fa21b7650da0,d5c49d14-9e33-43b3-b40e-a8189527aba9,Ondřej Křivský,17010,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc661,3.6,3,1,0,1,0,0,0,0,0,0,0
194090c3-5bdf-4e69-bfb8-9d868f196b46,d5c49d14-9e33-43b3-b40e-a8189527aba9,Ondřej Křivský,17010,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc662,3.6,20,4,7,11,2,0,0,0,0,0,0
710bad73-6086-4809-9407-25ac3239f510,d5c49d14-9e33-43b3-b40e-a8189527aba9,Ondřej Křivský,17010,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc663,3.6,13,4,3,7,19,0,0,0,0,0,
ef4b94ed-77fd-4a63-8063-5b6fc7c69201,d5c49d14-9e33-43b3-b40e-a8189527aba9,Ondřej Křivský,17010,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc664,,12,6,5,11,6,,,,,,
2af59a61-66bb-4e97-b822-de54c8d545ab,d5c49d14-9e33-43b3-b40e-a8189527aba9,Ondřej Křivský,17010,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc665,,5,0,2,2,0,,,,,,
60c58d98-305b-45b1-8f87-637460022399,0bb9a04e-d2f3-4f8b-8e84-39b37fbde502,Jaroslav Koňák,17011,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc666,4,1,0,0,0,0,0,5,86.11111111,36,0,5
e7d99846-359f-43bd-8920-cc9ceb1839cd,0bb9a04e-d2f3-4f8b-8e84-39b37fbde502,Jaroslav Koňák,17011,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc667,4,9,0,0,0,0,2,59,82.94797688,346,0,6.555555556
b76b4c6d-dc3b-480a-b21d-9de7d518ba1e,0bb9a04e-d2f3-4f8b-8e84-39b37fbde502,Jaroslav Koňák,17011,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc668,4,3,0,0,0,0,0,15,87.5,120,0,
0f451bba-1911-457a-8a2b-aa7519b0305a,0bb9a04e-d2f3-4f8b-8e84-39b37fbde502,Jaroslav Koňák,17011,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc669,,6,0,0,0,0,,,,,,
d4cc393e-5452-4b72-b172-8e145eec4df5,0bb9a04e-d2f3-4f8b-8e84-39b37fbde502,Jaroslav Koňák,17011,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc670,,4,0,0,0,0,,,,,,
d8f5f46c-e9ad-43b7-bfbc-c4ba8af81643,bac48361-133c-43ae-8bc1-e07818adf84a,Tomáš Smutek,17012,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc671,3,,,,,,,,,,,
bdfef90a-f6d8-43d7-8251-7ac0aafe64e9,bac48361-133c-43ae-8bc1-e07818adf84a,Tomáš Smutek,17012,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc672,3,,,,,,,,,,,
d5db7a60-375e-465d-bee7-09906e285eeb,bac48361-133c-43ae-8bc1-e07818adf84a,Tomáš Smutek,17012,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc673,3,16,4,4,8,20,0,0,0,0,0,
99382c03-5d14-4237-b96b-df2003bacb67,bac48361-133c-43ae-8bc1-e07818adf84a,Tomáš Smutek,17012,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc674,,10,1,1,2,6,,,,,,
f1974b01-de07-4827-a408-6644ad6125b8,bac48361-133c-43ae-8bc1-e07818adf84a,Tomáš Smutek,17012,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc675,,5,4,1,6,0,,,,,,
aa8878f1-b80c-4f1f-92dc-64b53f280200,c54f412e-ef2d-49b3-afc8-7479ebe35953,Martin Mezera,17013,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc676,2.1,,,,,,,,,,,
b0a71401-5ae4-4c54-8e56-b7c0dd880fbd,c54f412e-ef2d-49b3-afc8-7479ebe35953,Martin Mezera,17013,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc677,2.1,,,,,,,,,,,
8ab40b74-aa1f-4418-ae1e-dd4666869dc4,c54f412e-ef2d-49b3-afc8-7479ebe35953,Martin Mezera,17013,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc678,2.1,0,0,0,0,0,0,0,0,0,0,
2e073685-93e0-4b90-a58d-2e886cd56a71,c54f412e-ef2d-49b3-afc8-7479ebe35953,Martin Mezera,17013,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc679,,1,1,0,1,0,,,,,,
6cbd2b6b-00f5-4631-a644-69e49875acf7,c54f412e-ef2d-49b3-afc8-7479ebe35953,Martin Mezera,17013,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc680,,4,1,0,1,0,,,,,,
b88945c4-1230-4fa9-8745-4bab659d8379,aae73b66-22ae-4901-ac03-445b28e07744,Tomáš Regner,17014,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc681,4.5,0,0,0,0,0,0,0,0,0,0,
cc282521-f03a-4164-8394-8ff0b753e24d,aae73b66-22ae-4901-ac03-445b28e07744,Tomáš Regner,17014,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc682,4.5,1,0,0,0,0,0,0,0,0,0,0
8a185f1b-8401-440c-939a-729d1b16eeb9,aae73b66-22ae-4901-ac03-445b28e07744,Tomáš Regner,17014,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc683,4.5,9,6,8,14,2,1,0,0,0,0,
957b5823-41b4-4de2-a12c-a5575a489ce0,aae73b66-22ae-4901-ac03-445b28e07744,Tomáš Regner,17014,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc684,,11,7,12,19,2,,,,,,
489af1a0-ea6d-456c-b0ee-df828208997b,aae73b66-22ae-4901-ac03-445b28e07744,Tomáš Regner,17014,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc685,,5,12,8,20,0,,,,,,
e679e00e-9b4d-45d4-b01f-8148e6f08828,8f95c79d-5ac6-4c48-a435-14b410b66463,Jan Slavík,17015,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc686,4.6,0,0,0,0,0,0,0,0,0,0,
20616283-7350-4987-b54d-43938de830ae,8f95c79d-5ac6-4c48-a435-14b410b66463,Jan Slavík,17015,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc687,4.6,2,0,1,1,12,0,0,0,0,0,0
8454254a-7528-427e-ab0f-d2af1cf89568,8f95c79d-5ac6-4c48-a435-14b410b66463,Jan Slavík,17015,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc688,4.6,9,6,13,19,10,3,0,0,0,0,
2eecad3f-0c2c-4fac-80aa-06b45f735369,8f95c79d-5ac6-4c48-a435-14b410b66463,Jan Slavík,17015,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc689,,8,11,12,23,4,,,,,,
ca4a4238-9a75-46c4-a6d2-e2d3acbdd28c,8f95c79d-5ac6-4c48-a435-14b410b66463,Jan Slavík,17015,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc690,,5,7,8,15,4,,,,,,
907bf39c-9246-4fec-9869-515d0f81662d,a2d42acd-608d-469d-a0b5-387d14ef49f7,Petr Netušil,17016,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc691,2.6,,,,,,,,,,,
32a6765c-5d23-48d4-b750-0561b8a59f7f,a2d42acd-608d-469d-a0b5-387d14ef49f7,Petr Netušil,17016,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc692,2.6,,,,,,,,,,,
7166b567-b325-4399-9522-056e1b4fae27,a2d42acd-608d-469d-a0b5-387d14ef49f7,Petr Netušil,17016,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc693,2.6,1,0,1,1,0,0,0,0,0,0,
64930d0e-0dc6-49b5-a0df-18a504756050,a2d42acd-608d-469d-a0b5-387d14ef49f7,Petr Netušil,17016,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc694,,4,1,1,2,0,,,,,,
fb56f75d-dbf5-400c-a89b-8a1aadb744af,a2d42acd-608d-469d-a0b5-387d14ef49f7,Petr Netušil,17016,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc695,,0,0,0,0,0,,,,,,
d4c72186-4f17-481e-8b5f-8c5e41cf1f84,83891f69-203c-42a6-8c50-487d88000098,Lukáš Křepela,17017,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc696,2.8,,,,,,,,,,,
d019b0c3-f1e7-46d2-acd7-c12297183e5b,83891f69-203c-42a6-8c50-487d88000098,Lukáš Křepela,17017,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc697,2.8,,,,,,,,,,,
8bdf7200-1b40-4daf-9780-4ce9022c4d97,83891f69-203c-42a6-8c50-487d88000098,Lukáš Křepela,17017,Fanklub Lev Praha,53c0bf88-0c9c-424a-8a5d-5640988bff14,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc698,2.8,0,0,0,0,0,0,0,0,0,0,
